experiment,model_family,feature_set,feature_count,sequence_length,RankIC,Top5,Sharpe,max_drawdown,turnover,cumulative_return,case_slice_score,candidate_decision,model_dir,fold_1_RankIC,fold_1_Top5,fold_2_RankIC,fold_2_Top5,fold_3_RankIC,fold_3_Top5
lstm_sl20,lstm,base_alpha_v3_rs_crowding_mini4,20,20,0.02798208721102495,0.007502490371932375,3.977454961512014,-0.08706424521069267,0.9311367941484036,1.085936213182149,0.03149081895944085,mainline,D:\Desktop\股票分析预测代码\app\model,-0.033492236853097226,0.004074555502322908,0.11894604612263202,0.015188776438936003,-0.0015075476364599355,0.003244139174538214
transformer_lite_sl60,transformer_lite,base_alpha_v3_rs_crowding_mini4,20,60,-0.02889082572144285,0.004923650481260456,0.7926882207541888,-0.12136240354500094,0.9804078306506224,0.11185023247068648,-0.022891049079036378,rank_blend_candidate_only,D:\Desktop\股票分析预测代码\app\model\transformer_lite_sl60,-0.07714442710268217,0.004960297697317018,0.014690889540151386,0.009537274904587289,-0.024218939601797766,0.0002733788418770592
