config_name,top5_mean_return_mean,top5_mean_return_std,top5_return_std_mean
looser_risk,0.002227339993743756,0.004347089001412136,0.01519051595643355
stricter_risk,0.0017313817619794593,0.0027115562447434806,0.017555771905459032
default,0.0011871045198211716,0.0030240545106544315,0.014974645171661036
