rmse,mae,rank_ic,top5_mean_return,fold_id,train_rows,valid_rows,train_date_start,train_date_end,valid_date_start,valid_date_end
0.5003356588963714,0.4989592449241269,-0.01622395618403992,-0.004716595384226409,1,137090,6000,2024-01-02,2025-11-25,2025-11-26,2025-12-23
0.4974546440845569,0.4944024992205627,-0.07469705946630202,0.007104411872162554,2,143090,6000,2024-01-02,2025-12-23,2025-12-24,2026-01-22
0.5047331585062104,0.502034703377734,0.005096050870010378,0.0007272163162809861,3,149090,6000,2024-01-02,2026-01-22,2026-01-23,2026-02-27
