rmse,mae,rank_ic,top5_mean_return,fold_id,train_rows,valid_rows,train_date_start,train_date_end,valid_date_start,valid_date_end
0.5010229143769525,0.4992264558013791,-0.059232866208676925,0.0005123759385728101,1,137090,6000,2024-01-02,2025-11-25,2025-11-26,2025-12-23
0.4956242236491375,0.492183733144725,-0.005291094460187472,0.012909081162170866,2,143090,6000,2024-01-02,2025-12-23,2025-12-24,2026-01-22
0.5044906271074956,0.5012321374941611,-0.025911508137921285,-0.012399694458760909,3,149090,6000,2024-01-02,2026-01-22,2026-01-23,2026-02-27
